UniProt_A	GeneSymbol_A	UniProt_B	GeneSymbol_B	Databases	PubMed_IDs	Undirected	Direction_A-B	Direction_B-A	Stimulatory_A-B	Inhibitory_A-B	Stimulatory_B-A	Inhibitory_B-A	Category
Q99N57	Raf1	P68254	Ywhaq	SignaLink3;LMPID;BioGRID;InnateDB;IntAct	14688280;8601312;20679480;17353931;10757792;10620507;8663231;11697890;15618521;16041367;16093354;7479742;25852190;7760835	BioGRID;InnateDB;LMPID;IntAct		SignaLink3					PPI
Q99N57	Raf1	P58801	Ripk2	InnateDB;SignaLink3	10559258	InnateDB		SignaLink3					PPI
Q99N57	Raf1	Q3UVC0	Ksr2	HPRD;InnateDB;SignaLink3;PhosphoPoint	12975377	HPRD;InnateDB	SignaLink3;PhosphoPoint	SignaLink3			SignaLink3		PPI
Q99N57	Raf1	P05622	Pdgfrb	HPRD;IntAct;PhosphoPoint	23397142;2475255	HPRD;IntAct		ACSN;PhosphoPoint					PPI
Q99N57	Raf1	Q9JI10	Stk3	HPRD;BioGRID;Signor;IntAct;PhosphoPoint	15618521;20212043;17889669;20086174;24929361	HPRD;BioGRID;IntAct	Signor	PhosphoPoint		Signor			PPI
Q99N57	Raf1	P62137	Ppp1ca	Signor;DEPOD	16630891;7604263			Signor;DEPOD			Signor		PPI
Q99N57	Raf1	Q8CIN4	Pak2	HPRD;SignaLink3;IntAct	1683701;10712905;16837009	HPRD;IntAct		SignaLink3			SignaLink3		PPI
Q99N57	Raf1	P70296	Pebp1	SignaLink3;CancerCellMap;HPRD;BioGRID;SPIKE;Signor;InnateDB;PhosphoPoint;IntAct	10490027;10757792;11585904;17097642;12551925;14654844;21831839	CancerCellMap;HPRD;BioGRID;InnateDB;IntAct	SignaLink3;PhosphoPoint	SignaLink3;SPIKE;Signor			SignaLink3	SPIKE;Signor	PPI
Q99N57	Raf1	Q8BFP9	Pdk1	MIMP				MIMP					PPI
Q99N57	Raf1	P48964	Cdc25a	HPRD-phos;DEPOD;HPRD;BioGRID;DIP;Signor;IntAct;PhosphoPoint	7744247;10373531;9230211;7644510	HPRD;BioGRID;DIP;IntAct	PhosphoPoint	HPRD-phos;Signor;DEPOD				Signor	PPI
Q99N57	Raf1	Q60989	Xiap	BioGRID;SignaLink3;IntAct;InnateDB	16964381;19011619;25241761	BioGRID;InnateDB;IntAct	SignaLink3	SignaLink3					PPI
Q99N57	Raf1	P68404	Prkcb	Signor;MIMP	8288587			Signor;ACSN;MIMP			Signor		PPI
Q99N57	Raf1	Q60676	Ppp5c	DEPOD;IntAct	16892053;25036637	IntAct		DEPOD					PPI
Q99N57	Raf1	Q60760	Grb10	SignaLink3;HPRD;BioGRID;InnateDB;PhosphoPoint	10585452;9553107	HPRD;BioGRID;InnateDB	SignaLink3;PhosphoPoint	SignaLink3					PPI
Q99N57	Raf1	Q9JI11	Stk4	Signor	22898666		Signor			Signor			PPI
Q99N57	Raf1	Q62120	Jak2	HPRD-phos;HPRD;MIMP;PhosphoPoint	8876196;11134016;9689060;10205168	HPRD		HPRD-phos;MIMP;PhosphoPoint					PPI
Q99N57	Raf1	Q02956	Prkcz	HPRD;BioGRID;PhosphoPoint	10620507	HPRD;BioGRID		ACSN;PhosphoPoint					PPI
Q99N57	Raf1	P28028	Braf	SignaLink3;HPRD;BioGRID;DIP;InnateDB;IntAct;PhosphoPoint	16803888;11325826;20212043;18332145;23153539;28514442;23934108;26466569;20130576;22510884;20141835;22169110;23680146;25155755	HPRD;BioGRID;DIP;InnateDB;IntAct	SignaLink3	SignaLink3;PhosphoPoint					PPI
Q99N57	Raf1	Q60739	Bag1	HPRD;BioGRID;SPIKE;IntAct;PhosphoPoint	16116448;16189514;8692945;11231577	HPRD;BioGRID;SPIKE;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	P30306	Cdc25b	DIP;PhosphoPoint	7744247	DIP	PhosphoPoint						PPI
Q99N57	Raf1	P31750	Akt1	HPRD-phos;InnateDB;CA1;SPIKE;BioGRID;Signor;PhosphoPoint;IntAct;SignaLink3;CancerCellMap;HPRD;MIMP;ELM	10576742;10618391;12048182;12087097;16854453;22798428;10576741;19058874;18669648;18691976;18767875;20068231;11997508;20230923;11971957;19197339;25241761	CancerCellMap;HPRD;BioGRID;InnateDB;ELM;IntAct	SignaLink3	HPRD-phos;CA1;SPIKE;Signor;PhosphoPoint;SignaLink3;CancerCellMap;MIMP				CA1;SPIKE;SignaLink3;Signor	PPI
Q99N57	Raf1	P63085	Mapk1	HPRD-phos;InnateDB;BioGRID;SPIKE;Signor;PhosphoPoint;SignaLink3;HPRD;MIMP	18039929;11409918;9922370;15664191;18691976;20068231;19651622;18767875;18669648;16093354;10958680;19058874;15849194	HPRD;BioGRID;InnateDB	HPRD-phos;SPIKE;MIMP;PhosphoPoint	HPRD-phos;SignaLink3;MIMP;Signor;ACSN;PhosphoPoint	SPIKE		SignaLink3	SignaLink3;Signor	PPI
Q99N57	Raf1	P63318	Prkcg	SPIKE;Signor;MIMP	17053865;8288587			SPIKE;MIMP;ACSN;Signor			SPIKE;Signor		PPI
Q99N57	Raf1	Q61411	Hras	SignaLink3;CancerCellMap;HPRD;BioGRID;DIP;Signor;InnateDB;PhosphoPoint;IntAct	11733498;7730360;9261098;8035810;14654780;15688026;8530446;8911690;12620389;9154803;15031288;9020159;8332187;9150145;14724584;9099670;16301319;10882715;8332195;19132916;10781411;21779497;10783161;9523700;10922060;16803888;7862125;7969158;10369681;8628317;9144171;12379659;16405865;15664191;17984326;15235600;24470255;11435472;26721396;28053233;12173045;7523381;20133694;18073111;20080631;25684575;10545207;16041367;12391160;8670882;18273062;19696784;19063885;20178605;19222999;24929361	CancerCellMap;HPRD;BioGRID;DIP;InnateDB;IntAct	ACSN;PhosphoPoint	SignaLink3;KEGG;ACSN;Signor			SignaLink3;KEGG;Signor		PPI
Q99N57	Raf1	Q63932	Map2k2	SignaLink3;HPRD;BioGRID;SPIKE;Signor;IntAct;PhosphoPoint	18039929;9808624;9671314;16293107;8393135;8157000;21988832;19058874;16364241;11909642	HPRD;BioGRID;IntAct	SignaLink3;SPIKE;Signor;ACSN	ACSN;PhosphoPoint	SPIKE;SignaLink3;Signor				PPI
Q99N57	Raf1	P19091	Ar	HPRD;PhosphoPoint	8349631	HPRD	PhosphoPoint						PPI
Q99N57	Raf1	P20444	Prkca	HPRD-phos;SignaLink3;MIMP;HPRD;CA1;PhosphoSite;Signor;PhosphoPoint	992237;8321321;7935389;9447975;1437148;8288587;12551925	HPRD;Signor		HPRD-phos;CA1;PhosphoSite;Signor;ACSN;PhosphoPoint;PhosphoSite_dir;SignaLink3;MIMP;KEGG			CA1;SignaLink3;KEGG;Signor	Signor	PPI
Q99N57	Raf1	Q61337	Bad	InnateDB;CA1;BioGRID;Signor;PhosphoPoint;SignaLink3;HPRD;MIMP;IntAct	15849194;10826997;16931767;21540285;8929532;12767520;12444011;12175651;19030972;12107820;17535812;19667065;25241761;23397142;8929531	HPRD;BioGRID;InnateDB;IntAct	CA1;Signor;ACSN;PhosphoPoint;SignaLink3;MIMP;KEGG	SignaLink3		CA1;Signor;KEGG			PPI
Q99N57	Raf1	P63330	Ppp2ca	Signor;IntAct;DEPOD	16239230;7604263	IntAct		Signor;ACSN;DEPOD			Signor		PPI
Q99N57	Raf1	Q63844	Mapk3	SignaLink3;PhosphoSite_noref;MIMP;HPRD;BioGRID;SPIKE;Signor;PhosphoPoint	18039929;16407412;15664191;9922370;11409918;19058874;9446616	HPRD;BioGRID	SPIKE	PhosphoSite_dir;SignaLink3;PhosphoSite_noref;MIMP;Signor;ACSN;PhosphoPoint	SPIKE		SignaLink3;Signor	SignaLink3;Signor	PPI
Q99N57	Raf1	Q9WVS8	Mapk7	HPRD;BioGRID;PhosphoPoint	10531364	HPRD;BioGRID		PhosphoPoint					PPI
Q99N57	Raf1	Q03963	Eif2ak2	PhosphoNetworks			PhosphoNetworks						PPI
Q99N57	Raf1	P28867	Prkcd	HPRD;PhosphoPoint	11171046	HPRD		KEGG;ACSN;PhosphoPoint			KEGG		PPI
Q99N57	Raf1	P31938	Map2k1	PhosphoNetworks;HPRD-phos;phosphoELM;BioGRID;DIP;SPIKE;Signor;PhosphoPoint;SignaLink3;CancerCellMap;HPRD;MIMP;IntAct	16093354;8621729;8394352;7731720;8157000;11604401;17053865;18337766;10359597;8182145;8131746;10409742;18691976;11684694;10757792;20956560;15485920;9311917;20212043;21336309;18556463;15866172;17979178;10958680;19058874;14636584;11435472;26496610;23055494;9677429;23934108;1326789;17724343;24746704;19197339	CancerCellMap;HPRD;BioGRID;DIP;IntAct	PhosphoNetworks;HPRD-phos;phosphoELM;SPIKE;Signor;ACSN;PhosphoPoint;SignaLink3;MIMP;KEGG	MIMP;ACSN;PhosphoPoint	SPIKE;SignaLink3;KEGG;Signor				PPI
Q99N57	Raf1	Q9QUR7	Pin1	SignaLink3;HPRD;InnateDB;IntAct;PhosphoPoint	15664191;20179161	HPRD;InnateDB;IntAct	SignaLink3;PhosphoPoint						PPI
Q99N57	Raf1	P80318	Cct3	HPRD;IntAct;PhosphoPoint	12620389	HPRD;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	P30987	Tbxa2r	HPRD;PhosphoPoint	16413928	HPRD	PhosphoPoint						PPI
Q99N57	Raf1	P62259	Ywhae	HPRD;BioGRID;IntAct;PhosphoPoint	8702721;7644510;11697890;17979178;16041367;16093354;19608861;25852190;15459208	HPRD;BioGRID;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	P63087	Ppp1cc	SignaLink3;DEPOD;HPRD;InnateDB;PhosphoPoint	12374792;7604263	HPRD;InnateDB	SignaLink3;PhosphoPoint	DEPOD					PPI
Q99N57	Raf1	Q9JJ78	Pbk	HPRD;IntAct;PhosphoPoint	12620389	HPRD;IntAct		PhosphoPoint					PPI
Q99N57	Raf1	Q61036	Pak3	HPRD-phos;phosphoELM;MIMP;HPRD;Signor;PhosphoPoint	9823899;9234708;10205168;11733498	HPRD		HPRD-phos;phosphoELM;MIMP;Signor;ACSN;PhosphoPoint			Signor		PPI
Q99N57	Raf1	P08923	Ltk	SignaLink3	8084603			SignaLink3			SignaLink3		PPI
Q99N57	Raf1	P16297	Il2rb	HPRD;InnateDB;SignaLink3;PhosphoPoint	1639773	HPRD;InnateDB	PhosphoPoint	SignaLink3					PPI
Q99N57	Raf1	Q9ESN9	Mapk8ip3	HPRD;BioGRID;PhosphoPoint	11044439;10523642	HPRD;BioGRID	PhosphoPoint						PPI
Q99N57	Raf1	P50153	Gng4	HPRD;PhosphoPoint	7782277	HPRD	PhosphoPoint						PPI
Q99N57	Raf1	Q9DAJ4	Wdr83	SignaLink3;Signor	15118098			SignaLink3;Signor			SignaLink3;Signor		PPI
Q99N57	Raf1	P70218	Map4k1	CA1	7624324		CA1		CA1				PPI
Q99N57	Raf1	P67778	Phb	SignaLink3;HPRD;BioGRID;InnateDB;IntAct;PhosphoPoint	10523633;16041367;24568222	HPRD;BioGRID;InnateDB;IntAct	SignaLink3;PhosphoPoint	SignaLink3					PPI
Q99N57	Raf1	Q9QXV8	Spry2	HPRD;InnateDB;SignaLink3;PhosphoPoint	12717443	HPRD;InnateDB	SignaLink3;PhosphoPoint	SignaLink3					PPI
Q99N57	Raf1	Q62523	Zyx	PhosphoNetworks			PhosphoNetworks						PPI
Q99N57	Raf1	P68510	Ywhah	LMPID;HPRD;CA1;BioGRID;IntAct;PhosphoPoint	12801936;8601312;20679480;11969417;10620507;8702721;11697890;16041367;16093354;25852190;26496610;17979178	HPRD;BioGRID;LMPID;IntAct	PhosphoPoint	CA1				CA1	PPI
Q99N57	Raf1	O88520	Shoc2	SignaLink3;CancerCellMap;HPRD;BioGRID;InnateDB;PhosphoPoint	10783161;25022756;26519477;16301319	HPRD;BioGRID;InnateDB;CancerCellMap	SignaLink3;PhosphoPoint	SignaLink3;ACSN					PPI
Q99N57	Raf1	Q9CQV8	Ywhab	LMPID;HPRD;BioGRID;DIP;IntAct;PhosphoPoint	8601312;20679480;12620389;12360521;10620507;10848612;8702721;7644510;11697890;16041367;16093354;24255178;25852190;7935795;19595761;7882972;8085158	LMPID;HPRD;BioGRID;DIP;IntAct	ACSN;PhosphoPoint						PPI
Q99N57	Raf1	Q5EG47	Prkaa1	HPRD-phos;MIMP;HPRD;Signor;PhosphoPoint	11971957;9091312;9710607;19651622;20166139;20068231;19007248	HPRD		HPRD-phos;MIMP;PhosphoPoint;Signor			Signor	Signor	PPI
Q99N57	Raf1	P27870	Vav1	HPRD;PhosphoPoint	8900182	HPRD	PhosphoPoint						PPI
Q99N57	Raf1	P62835	Rap1a	HPRD;BioGRID;IntAct;PhosphoPoint	7862125;7791872;9867809;10454553;8756332;9115221	HPRD;BioGRID;IntAct	PhosphoPoint	KEGG			KEGG		PPI
Q99N57	Raf1	P62071	Rras2	SignaLink3;HPRD;BioGRID;InnateDB;IntAct;PhosphoPoint	10783161;10557073;12620389;11788587;10064593	HPRD;BioGRID;InnateDB;IntAct	SignaLink3;PhosphoPoint	KEGG			KEGG		PPI
Q99N57	Raf1	O88543	Cops3	HPRD;IntAct;PhosphoPoint	12620389	HPRD;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	Q9WTP2	Spry4	SignaLink3;HPRD;InnateDB;Signor;PhosphoPoint	12717443	HPRD;InnateDB	SignaLink3;PhosphoPoint	SignaLink3;Signor				Signor	PPI
Q99N57	Raf1	P61982	Ywhag	SignaLink3;HPRD;BioGRID;InnateDB;IntAct;PhosphoPoint	15664191;17353931;10433554;10620507;16041367;16093354;25852190;11697890;8702721	HPRD;BioGRID;InnateDB;IntAct	PhosphoPoint	SignaLink3					PPI
Q99N57	Raf1	Q61097	Ksr1	phosphoELM;SignaLink3;MIMP;HPRD;PhosphoSite;Signor;IntAct;PhosphoPoint	11478855;1552086;11134016;9094715;7477354;24929361;15520859	HPRD;IntAct		PhosphoSite_dir;SignaLink3;phosphoELM;MIMP;PhosphoSite;Signor;PhosphoPoint			SignaLink3;Signor		PPI
Q99N57	Raf1	P70268	Pkn1	Signor	15849194;11733498			Signor			Signor		PPI
Q99N57	Raf1	Q8R3G1	Ppp1r8	PhosphoNetworks			PhosphoNetworks						PPI
Q99N57	Raf1	Q9Z2S7	Tsc22d3	SignaLink3;HPRD;BioGRID;InnateDB;PhosphoPoint	12391160;19380724	HPRD;BioGRID;InnateDB	SignaLink3;PhosphoPoint	SignaLink3					PPI
Q99N57	Raf1	P32883	Kras	SignaLink3;InnateDB;HPRD;BioGRID;DIP;Signor;PhosphoPoint	10783161;1629311;10882715;16293107;19029954;23153539;16041367;16093354;10958680;25852190;26721396;15192046;20080631;9446616	HPRD;BioGRID;DIP;InnateDB	SignaLink3;PhosphoPoint	SignaLink3;Signor;ACSN			SignaLink3;Signor		PPI
Q99N57	Raf1	Q922R0	Prkx	MIMP				MIMP					PPI
Q99N57	Raf1	Q80ZJ1	Rap2a	HPRD;PhosphoPoint	9523700	HPRD	PhosphoPoint						PPI
Q99N57	Raf1	Q8K4Q7	Cerk	CA1	7477354			CA1			CA1		PPI
Q99N57	Raf1	P62880	Gnb2	HPRD;DIP;PhosphoPoint	7782277	HPRD;DIP	PhosphoPoint						PPI
Q99N57	Raf1	P62715	Ppp2cb	DEPOD;IntAct	7604263;21988832	IntAct		DEPOD;ACSN					PPI
Q99N57	Raf1	O08989	Mras	HPRD;BioGRID;DIP;IntAct;PhosphoPoint	10498616;25022756;20080631	HPRD;BioGRID;DIP;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	Q6ZWR4	Ppp2r2b	PhosphoPoint			PhosphoPoint						PPI
Q99N57	Raf1	Q80YA9	Cnksr2	Signor	14597674			Signor			Signor		PPI
Q99N57	Raf1	P54265	Dmpk	HPRD;PhosphoPoint	10869570	HPRD		PhosphoPoint					PPI
Q99N57	Raf1	Q04888	Sox10	PhosphoNetworks			PhosphoNetworks						PPI
Q99N57	Raf1	Q99JT2	Stk26	PhosphoPoint				PhosphoPoint					PPI
Q99N57	Raf1	Q8BG02	Ppp2r2c	PhosphoPoint			PhosphoPoint						PPI
Q99N57	Raf1	Q6P1F6	Ppp2r2a	Signor;PhosphoPoint	16239230		PhosphoPoint	Signor			Signor		PPI
Q99N57	Raf1	P19001	Krt19	IntAct;PhosphoPoint	15314064	IntAct	PhosphoPoint						PPI
Q99N57	Raf1	O89091	Klf10	PhosphoSite	23994618		PhosphoSite_dir;PhosphoSite						PPI
Q99N57	Raf1	Q9Z205	Rfxank	HPRD;PhosphoPoint	10329666	HPRD	PhosphoPoint						PPI
Q99N57	Raf1	B2RUR8	Otud7b	PhosphoNetworks			PhosphoNetworks						PPI
Q99N57	Raf1	A2AQ14	Oip5	HPRD;IntAct;PhosphoPoint	12620389	HPRD;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	Q9JJT9	Phax	PhosphoNetworks			PhosphoNetworks						PPI
Q99N57	Raf1	Q920N2	Hlcs	PhosphoNetworks			PhosphoNetworks						PPI
Q99N57	Raf1	Q8K2A7	Ints10	HPRD;IntAct;PhosphoPoint	12620389	HPRD;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	Q8C437	Pex5l	HPRD;PhosphoPoint	15302887	HPRD	PhosphoPoint						PPI
Q99N57	Raf1	Q8BPB5	Efemp1	HPRD;IntAct;PhosphoPoint	12620389	HPRD;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	Q9D880	Timm50	HPRD;IntAct;PhosphoPoint	12620389	HPRD;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	Q9WUK2	Eif4h	PhosphoNetworks			PhosphoNetworks						PPI
Q99N57	Raf1	Q9D142	Nudt14	HPRD;IntAct;PhosphoPoint	12620389	HPRD;IntAct	PhosphoPoint						PPI
Q99N57	Raf1	Q8C196	Cps1	HPRD;IntAct;PhosphoPoint	12620389	HPRD;IntAct	PhosphoPoint						PPI
P97929	Brca2	Q07832	Plk1	PhosphoNetworks;HPRD-phos;phosphoELM;PhosphoSite_noref;BioGRID;PhosphoSite;Signor;PhosphoPoint;HPRD;MIMP	12815053;24448238;14647413;28985013	HPRD;BioGRID;Signor		PhosphoNetworks;HPRD-phos;phosphoELM;PhosphoSite_noref;PhosphoSite;Signor;PhosphoPoint;PhosphoSite_dir;MIMP				Signor	PPI
P97929	Brca2	P27661	H2afx	BioGRID	18406329;20936109	BioGRID	ACSN						PPI
P97929	Brca2	Q8VEE4	Rpa1	HPRD;BioGRID	12527904	HPRD;BioGRID		ACSN					PPI
P97929	Brca2	Q9EQR6	Fancg	HPRD;BioGRID;SPIKE	16621732;12915460;20450923;18212739	HPRD;BioGRID;SPIKE	ACSN						PPI
P97929	Brca2	Q8BUN5	Smad3	HPRD;BioGRID	12165866	HPRD;BioGRID							PPI
P97929	Brca2	P02340	Tp53	HPRD;BioGRID;DIP;IntAct	14636569;9811893;20421506	HPRD;BioGRID;DIP;IntAct							PPI
P97929	Brca2	Q9Z265	Chek2	BioGRID	17525332;14623252	BioGRID							PPI
P97929	Brca2	Q9Z1S0	Bub1b	HPRD;BioGRID;SPIKE;PhosphoPoint	10749118;28985013	HPRD;BioGRID;SPIKE		PhosphoPoint					PPI
P97929	Brca2	P48754	Brca1	HPRD;BioGRID;SPIKE	16713569;9774970;11477095;14499622;14636569;21135251;17664283;19369211;24085845;25184681;25652403	HPRD;BioGRID;SPIKE		ACSN					PPI
P97929	Brca2	Q3U0P1	Palb2	HPRD;BioGRID;SPIKE;Signor;IntAct	17200668;17488615;15115758;16793542;20332121;19584259;19553677;19268590;17200672;19369211;23038782;19609323;23585894;22193777;22293751;26649820;26833090;25016020;26990772;24141787;22331464;28240985;24485656;17420451	HPRD;BioGRID;SPIKE;IntAct	ACSN	SPIKE;Signor			SPIKE;Signor		PPI
P97929	Brca2	Q9CXE6	Xrcc3	BioGRID	20450923;18212739;16621732;26496610	BioGRID	ACSN						PPI
P97929	Brca2	Q9QZL6	Usp21	BioGRID	28743957	BioGRID							PPI
P97929	Brca2	Q9Z104	Hmg20b	HPRD;BioGRID;IntAct	11207365;12032298;21399666	HPRD;BioGRID;IntAct							PPI
P97929	Brca2	Q99K46	Usp11	BioGRID	15314155	BioGRID							PPI
Q69ZF8	Msl2	P02340	Tp53	BioGRID;SPIKE	19788416;19033443	BioGRID	SPIKE						PPI
Q69ZF8	Msl2	Q6PDM1	Msl1	BioGRID	16227571;23084835;28514442	BioGRID							PPI
Q9CX86	Hnrnpa0	P48316	Gadd45a	SPIKE	21173571		SPIKE		SPIKE				PPI
Q9CX86	Hnrnpa0	P49138	Mapkapk2	HPRD;SPIKE;PhosphoSite;PhosphoPoint	21173571;26602816;12456657	HPRD		PhosphoSite_dir;PhosphoSite;SPIKE;PhosphoPoint			SPIKE		PPI
P39054	Dnm2	P11440	Cdk1	PhosphoSite_noref;HPRD;MIMP;PhosphoPoint	7590285	HPRD		PhosphoSite_dir;MIMP;PhosphoSite_noref;PhosphoPoint					PPI
P39054	Dnm2	Q62417	Sorbs1	IntAct	19116150	IntAct							PPI
P39054	Dnm2	Q9WTI7	Myo1c	Signor	17257598		Signor		Signor				PPI
P39054	Dnm2	P34152	Ptk2	HPRD;PhosphoPoint	15895076	HPRD		PhosphoPoint					PPI
P39054	Dnm2	Q9WVE8	Pacsin2	IntAct	16551695	IntAct							PPI
P39054	Dnm2	Q91VH2	Snx9	HPRD;BioGRID;Signor;IntAct	15703209;12952949;18388313;28514442;27107012;15299020	HPRD;BioGRID;IntAct		Signor			Signor		PPI
P39054	Dnm2	P48453	Ppp3cb	DEPOD	20496096			DEPOD					PPI
P39054	Dnm2	Q7TQF7	Amph	HPRD;BioGRID;LMPID;IntAct	17676042;15834155;16696976;10542231	HPRD;BioGRID;LMPID;IntAct							PPI
P39054	Dnm2	Q01768	Nme2	DIP;IntAct	24970086	DIP;IntAct							PPI
P39054	Dnm2	P48455	Ppp3cc	DEPOD	20496096			DEPOD					PPI
P35601	Rfc1	P30285	Cdk4	HPRD;PhosphoPoint	10353443	HPRD		PhosphoPoint					PPI
P35601	Rfc1	Q8VEE4	Rpa1	BioGRID	24332808;26474068	BioGRID		ACSN			ACSN		PPI
P35601	Rfc1	Q6NXW6	Rad17	BioGRID	18245774;12400013	BioGRID	ACSN						PPI
P35601	Rfc1	P11440	Cdk1	PhosphoSite;MIMP;PhosphoSite_noref	12930972			PhosphoSite_dir;PhosphoSite;PhosphoSite_noref;MIMP					PPI
P35601	Rfc1	P70677	Casp3	HPRD	9235961;9351817	HPRD							PPI
Q9CPX9	Anapc11	Q7TSG3	Fbxo5	SPIKE	16921029;16439210			SPIKE;ACSN				SPIKE	PPI
Q9CPX9	Anapc11	Q9JJ66	Cdc20	BioGRID;SPIKE;IntAct	9734353;18997788;25241761;26387737;27509861	BioGRID;IntAct	ACSN	SPIKE			SPIKE		PPI
Q9CPX9	Anapc11	Q9R1K5	Fzr1	BioGRID	18662541;12956947	BioGRID	ACSN	ACSN					PPI
Q9CPX9	Anapc11	A2A6Q5	Cdc27	BioGRID	12956947;10922056;14657031;16364912;24163370;26811472	BioGRID	ACSN						PPI
Q9CPX9	Anapc11	P62838	Ube2d2	BioGRID	15256223;19826003;24930963;19240029;20383333;11739784;12956947;25161877;25306923;25825779	BioGRID							PPI
Q9CPX9	Anapc11	Q9D1C1	Ube2c	HPRD;BioGRID	20080579;17227951;21937719;17360335;20733055;16455800;22580460;19826003;22529100;21874044;23078409;18662541;23708001;23708605;23791783;25043029;22193957;23707760;23670162;25246557;23288039;22205987;11739784;16799550;25161877;23972993;25490258;25959309;25825779;25306923;26329581;27120157;21700221;27114510;27509861;27259151;27601667;23007648;26912231	HPRD;BioGRID							PPI
Q9CPX9	Anapc11	Q8R349	Cdc16	HPRD	11739784	HPRD	ACSN						PPI
Q9CPX9	Anapc11	Q8BZQ7	Anapc2	HPRD;BioGRID	11739784;10230407;24163370;12956947	HPRD;BioGRID		ACSN					PPI
Q9CPX9	Anapc11	Q8K2H6	Anapc10	HPRD	11739784	HPRD	ACSN						PPI
Q9CPX9	Anapc11	Q91W96	Anapc4	BioGRID	21926987;23078409;25043029;12956947;26083744;25490258	BioGRID	ACSN						PPI
P62754	Rps6	P18654	Rps6ka3	MIMP				MIMP					PPI
P62754	Rps6	Q8CIN4	Pak2	HPRD-phos;HPRD;MIMP;PhosphoPoint	18767875;18669648;17322306;17287340;19007248;1985906	HPRD		HPRD-phos;MIMP;PhosphoPoint					PPI
P62754	Rps6	Q8C050	Rps6ka5	MIMP				MIMP					PPI
P62754	Rps6	P18653	Rps6ka1	Signor;IntAct;MIMP	17360704;21233202;21423205	IntAct		Signor;MIMP			Signor		PPI
P62754	Rps6	Q9EPU0	Upf1	InnateDB;SignaLink3	19417104	InnateDB		SignaLink3					PPI
P62754	Rps6	Q9WUL6	Map3k14	IntAct;PhosphoPoint	14743216	IntAct		PhosphoPoint					PPI
P62754	Rps6	Q8BSK8	Rps6kb1	phosphoELM;PhosphoSite_noref;BioGRID;PhosphoSite;SPIKE;PhosphoPoint;SignaLink3;HPRD;MIMP	7705100;15809305;18423201;17726024;20227368;20616057;14993219;12586835;21460850;20484036;21602892;24662264;17121928;24396066;26348909;19203585;20464435;20039704;22167413;24998849;17360704;21460630;17693255;16810323;11438723	HPRD;BioGRID		phosphoELM;PhosphoSite_noref;PhosphoSite;SPIKE;ACSN;PhosphoPoint;PhosphoSite_dir;SignaLink3;MIMP;KEGG			SPIKE;SignaLink3;KEGG		PPI
P62754	Rps6	Q9Z2B9	Rps6ka4	MIMP				MIMP					PPI
P62754	Rps6	P28867	Prkcd	PhosphoNetworks;MIMP				PhosphoNetworks;MIMP					PPI
P62754	Rps6	Q9WUT3	Rps6ka2	MIMP;IntAct	16810323	IntAct		MIMP					PPI
P62754	Rps6	Q9Z108	Stau1	SignaLink3;HPRD;BioGRID;InnateDB;IntAct	15121898;15303970;24906885;23125841;16049941	HPRD;BioGRID;InnateDB;IntAct		SignaLink3					PPI
P62754	Rps6	Q8JZQ9	Eif3b	BioGRID;SignaLink3;InnateDB	16286006;27022092	BioGRID;InnateDB		SignaLink3;ACSN					PPI
P62754	Rps6	Q9Z1M4	Rps6kb2	HPRD;IntAct;PhosphoPoint	16810323	HPRD;IntAct		ACSN;PhosphoPoint					PPI
P62754	Rps6	Q9QUS4	Hey2	BioGRID	26241676	BioGRID							PPI
P62754	Rps6	Q7TPS0	Rps6ka6	MIMP				MIMP					PPI
Q6P1D7	Slx4	P43247	Msh2	BioGRID;IntAct	19596235;22902628	BioGRID;IntAct		ACSN					PPI
Q6P1D7	Slx4	P07903	Ercc1	BioGRID;IntAct	19596235;22902628;21240275;19595721;23093618;26186194;25538220;28514442;24726326;23033263;23623386;21240276	BioGRID;IntAct		ACSN					PPI
Q6P1D7	Slx4	Q8BJW7	Eme1	BioGRID;IntAct	19596235;19595721;19596236;25030699;28096179	BioGRID;IntAct		ACSN					PPI
Q6P1D7	Slx4	Q9QWZ1	Rad1	BioGRID	17636031;18471978;24753409	BioGRID							PPI
Q6P1D7	Slx4	Q91ZJ0	Mus81	HPRD;BioGRID;IntAct	19596235;22902628;21240275;19595721;19596236;23093618;23994477;24012755;25416956;21516116;25224045;25533185;25722289;28514442;23033263;23623386;21240276	HPRD;BioGRID;IntAct	ACSN						PPI
Q6P1D7	Slx4	Q9QZD4	Ercc4	HPRD;BioGRID;Signor;IntAct	24726326;19596235;22902628;21240275;19595722;19595721;19596236;23093618;23994477;24012755;25538220;23033263;23623386	HPRD;BioGRID;IntAct	Signor	ACSN	Signor				PPI
Q6P1D7	Slx4	Q8BX32	Slx1b	HPRD;BioGRID;IntAct	11139495;12832395;18471978;19596235;19595721;19596236;23093618;24012755;25030699;26113155;25628354	HPRD;BioGRID;IntAct	ACSN						PPI
